crop_name,season,region,year,area_hectares,rainfall_mm,temperature_celsius,fertilizer_amount_kg,actual_yield_kg
wheat,meher,SNNPR,2017,8.62,599.3,17.6,59.5,23804.7
wheat,belg,Tigray,2016,3.2,962.9,17.8,187.0,8616.6
coffee,belg,SNNPR,2021,9.6,1742.2,21.5,182.5,18747.0
maize,meher,Sidama,2019,15.84,1170.5,19.3,124.2,59456.2
barley,meher,Tigray,2017,8.36,308.9,30.2,175.0,15303.8
teff,belg,Afar,2016,7.0,446.1,17.3,96.3,10831.1
coffee,meher,Oromia,2024,13.65,1409.0,11.3,41.0,16686.1
chickpea,meher,Amhara,2017,6.37,766.3,34.7,1.3,7086.7
chickpea,meher,Oromia,2016,0.5,1205.7,13.0,19.4,614.4
chickpea,belg,Oromia,2016,6.35,1025.6,14.6,47.0,8737.9
barley,belg,Afar,2024,2.9,519.4,10.5,28.3,4579.7
sorghum,belg,Tigray,2019,6.14,450.0,24.7,73.5,10933.8
barley,belg,Tigray,2016,9.55,1520.2,13.7,56.7,21971.6
barley,meher,Afar,2024,9.17,1662.2,18.9,27.9,21566.8
chickpea,belg,Oromia,2017,7.48,1583.8,22.6,69.8,11477.4
maize,meher,Afar,2017,7.36,1378.8,18.5,143.0,24116.7
wheat,belg,Afar,2019,18.51,402.3,31.0,96.7,52297.7
wheat,belg,Amhara,2020,11.98,1171.1,24.6,166.0,33662.9
maize,meher,Oromia,2017,5.02,1297.9,22.5,135.9,17950.9
sorghum,meher,Amhara,2021,15.24,930.1,11.6,122.4,36528.2
maize,meher,Afar,2016,9.11,861.5,25.8,5.9,29949.6
chickpea,belg,Amhara,2024,11.35,593.6,22.3,135.8,16144.2
sorghum,meher,Afar,2017,8.96,1092.8,29.8,17.2,25043.2
maize,meher,Oromia,2017,17.92,839.3,20.2,109.3,65347.9
maize,belg,Amhara,2023,10.18,1548.6,24.3,94.7,33623.7
wheat,meher,Tigray,2021,12.7,1611.0,24.2,25.4,40072.2
barley,meher,Oromia,2022,5.0,1202.2,18.3,44.8,12928.4
barley,belg,Afar,2020,1.83,1607.2,34.2,15.0,3211.5
sorghum,belg,Tigray,2024,1.6,1346.3,12.8,94.2,4031.3
teff,meher,SNNPR,2021,5.59,801.8,29.1,27.9,7696.1
coffee,meher,Amhara,2022,1.92,1722.0,32.6,140.6,2812.5
maize,belg,Sidama,2024,18.62,1631.3,22.0,25.9,64594.3
teff,meher,Oromia,2022,10.4,1275.5,20.8,60.7,22632.1
teff,meher,Oromia,2018,10.92,1590.4,27.0,147.6,17737.4
chickpea,meher,Tigray,2021,14.06,944.6,20.7,27.6,12398.5
coffee,belg,Amhara,2020,9.01,386.9,15.8,117.7,9419.4
sorghum,belg,Afar,2023,11.58,1786.4,10.4,144.0,30414.7
wheat,belg,Amhara,2019,1.35,824.5,26.4,48.8,3149.6
barley,meher,Sidama,2021,9.83,483.6,11.9,50.0,13203.2
coffee,meher,Tigray,2019,18.86,1470.3,17.3,130.7,26057.7
barley,belg,Afar,2023,10.32,381.0,32.5,141.1,17234.0
sorghum,meher,Sidama,2018,6.45,1129.4,13.1,145.0,14140.4
wheat,meher,Amhara,2022,13.17,980.6,12.9,99.8,37788.4
sesame,belg,Oromia,2015,5.94,1214.6,22.4,172.6,7776.5
sesame,belg,Oromia,2018,4.51,576.6,20.8,10.5,2590.3
coffee,meher,Sidama,2020,18.49,1661.2,30.3,118.2,29104.4
teff,belg,Afar,2024,8.96,941.3,28.2,147.1,17316.0
sesame,belg,Sidama,2022,8.76,1378.8,29.2,52.0,8508.2
sesame,belg,Afar,2018,3.07,322.8,30.0,190.2,2864.4
barley,belg,Sidama,2021,1.25,711.4,16.7,50.1,2393.9
teff,meher,SNNPR,2024,13.39,1554.0,31.2,88.8,25648.0
teff,belg,Tigray,2023,4.75,387.9,33.5,55.3,6194.8
coffee,meher,Tigray,2017,5.53,1480.1,16.5,99.0,7459.2
teff,meher,Oromia,2015,4.09,1060.1,21.0,63.5,7712.6
sorghum,meher,Afar,2019,19.52,324.2,31.1,169.9,39236.8
sorghum,belg,Oromia,2016,10.39,469.8,11.9,40.8,18656.3
coffee,belg,Oromia,2021,17.58,514.6,18.2,157.6,18502.4
coffee,belg,SNNPR,2024,1.11,852.5,17.3,30.0,1159.4
teff,meher,Sidama,2018,16.26,1066.2,29.5,101.6,25493.2
sorghum,belg,Sidama,2015,13.31,525.1,29.1,129.8,26261.5
maize,meher,Sidama,2023,19.96,1245.5,28.3,107.8,85155.6
teff,belg,Afar,2023,10.65,775.4,14.9,115.0,21193.6
sorghum,belg,Amhara,2020,5.0,772.2,34.3,138.6,7205.9
sesame,belg,Oromia,2020,11.43,414.7,19.1,96.8,9530.3
sorghum,belg,Tigray,2018,11.6,1540.2,13.1,107.5,28792.5
wheat,belg,SNNPR,2020,6.62,422.3,20.5,196.6,15587.4
chickpea,meher,Amhara,2022,0.8,481.2,16.6,110.9,1131.9
wheat,meher,Tigray,2015,13.96,1784.9,13.3,173.4,39712.9
sesame,belg,SNNPR,2017,8.35,1135.4,27.8,23.8,8234.3
maize,meher,Oromia,2020,19.02,1666.0,25.8,148.1,61681.8
sesame,belg,Tigray,2017,14.8,1385.6,24.7,164.0,18403.7
teff,belg,Afar,2022,7.9,957.9,22.7,117.6,14528.5
maize,meher,SNNPR,2022,7.15,1146.2,32.4,116.0,26845.4
coffee,belg,SNNPR,2017,19.09,362.9,33.6,176.5,16687.8
sorghum,belg,Sidama,2019,11.72,1223.2,12.5,57.0,27491.8
chickpea,meher,Amhara,2019,18.81,689.1,25.2,21.2,21633.8
sorghum,belg,Amhara,2016,4.53,1558.2,28.9,5.5,12847.3
sorghum,meher,Tigray,2015,7.71,722.8,33.7,85.3,12101.5
chickpea,meher,Tigray,2019,18.4,1374.4,33.0,24.0,25247.2
maize,meher,SNNPR,2016,19.38,1505.5,28.6,44.5,60750.1
maize,belg,Amhara,2023,7.04,980.2,28.4,134.4,29333.4
teff,belg,Oromia,2023,6.69,1562.1,26.5,175.5,15589.2
teff,meher,Amhara,2017,11.93,1608.2,15.5,39.1,18718.9
wheat,belg,SNNPR,2017,4.37,1613.8,33.8,171.4,13347.6
sorghum,meher,Tigray,2016,10.07,1216.8,27.7,7.8,19572.1
sorghum,belg,Tigray,2023,13.31,570.1,17.5,46.4,20949.4
barley,belg,Tigray,2021,12.16,1115.1,17.4,43.8,30721.6
barley,belg,Tigray,2020,5.32,937.3,14.4,191.3,11099.1
maize,belg,Afar,2021,14.24,1460.5,22.1,160.9,48009.1
sorghum,meher,SNNPR,2019,10.4,1634.7,29.6,12.2,23622.5
coffee,belg,Afar,2020,8.52,1513.5,20.6,52.1,12279.1
sorghum,belg,Afar,2015,6.52,914.7,24.3,33.3,14416.0
sorghum,meher,Sidama,2024,6.93,1207.4,10.5,144.4,16588.1
coffee,belg,Sidama,2016,13.27,1078.0,19.1,39.7,13421.1
wheat,belg,Afar,2018,6.16,542.1,19.3,82.7,13587.5
teff,meher,Oromia,2023,2.5,896.9,22.1,31.4,3900.5
barley,meher,Amhara,2018,1.16,1424.9,30.3,75.6,1983.2
barley,meher,Oromia,2016,10.34,1355.2,28.3,4.0,23045.5
wheat,meher,Afar,2024,15.96,591.4,25.1,62.4,35642.9
teff,belg,SNNPR,2022,4.45,696.4,26.4,94.3,8319.5
barley,belg,Oromia,2018,19.35,1141.5,22.1,181.5,42395.8
teff,belg,Afar,2021,19.05,1444.1,27.9,90.5,35442.2
teff,belg,Amhara,2022,7.71,1144.7,26.1,66.5,15169.2
maize,meher,Amhara,2022,12.07,425.8,20.1,167.6,26821.8
sorghum,meher,Tigray,2019,8.53,1410.8,30.9,7.3,16867.7
teff,belg,Afar,2018,15.22,1492.0,23.6,62.6,24767.5
sorghum,belg,Tigray,2022,10.53,1588.0,34.8,16.3,26654.9
sesame,meher,Oromia,2017,10.64,482.2,14.9,173.9,10649.9
maize,meher,Tigray,2022,3.83,1504.7,22.2,149.8,12982.7
barley,meher,Tigray,2019,14.54,1620.3,16.8,64.5,30997.6
coffee,meher,Amhara,2019,10.7,606.7,25.3,142.9,11004.9
chickpea,meher,SNNPR,2017,3.7,1372.6,21.8,63.5,5437.3
wheat,meher,Tigray,2016,19.87,308.4,27.5,39.9,50709.5
maize,meher,Sidama,2022,12.09,400.2,25.9,176.7,44962.9
coffee,meher,Amhara,2019,6.04,1667.3,20.7,145.9,8681.5
barley,meher,Oromia,2024,3.47,1396.0,17.0,52.6,8453.6
maize,meher,Sidama,2024,13.07,874.4,24.4,170.7,34377.5
chickpea,meher,Amhara,2015,15.78,1783.6,12.3,160.7,23455.7
wheat,meher,Amhara,2022,17.55,785.0,32.4,10.4,32951.2
chickpea,belg,SNNPR,2023,15.32,661.2,19.8,154.8,21224.8
chickpea,belg,SNNPR,2023,6.68,417.3,25.1,42.8,7515.4
barley,meher,Tigray,2023,9.11,1342.6,16.3,24.0,21156.1
sesame,belg,Amhara,2015,17.39,1583.1,29.3,69.2,16477.3
sorghum,belg,SNNPR,2017,18.7,1793.2,14.9,72.2,49781.4
sorghum,meher,Sidama,2019,6.9,1666.6,32.9,100.6,18446.6
barley,belg,Tigray,2015,19.92,1356.4,16.9,11.4,39683.5
teff,belg,Sidama,2022,10.06,1010.2,31.9,150.1,18440.0
teff,meher,Afar,2017,17.48,497.5,20.5,169.2,30078.7
teff,belg,Afar,2015,6.63,1586.8,16.9,170.5,12980.5
coffee,belg,Afar,2017,18.16,1180.3,33.6,103.3,17318.9
sesame,belg,Afar,2015,1.77,1537.6,22.5,145.8,2566.9
barley,meher,Afar,2023,8.48,1252.9,31.1,188.2,20880.4
barley,belg,Sidama,2020,2.8,999.4,30.9,17.2,5304.1
maize,meher,Afar,2016,4.12,1186.7,34.1,153.3,14292.0
teff,meher,Afar,2020,9.48,1615.8,33.6,61.6,14978.2
sorghum,meher,SNNPR,2015,7.9,730.6,17.0,113.0,12078.9
sesame,meher,Amhara,2019,17.73,565.7,17.4,139.5,15512.2
coffee,belg,Afar,2023,9.27,1246.5,30.8,7.3,10390.1
sesame,meher,Sidama,2024,4.61,1353.3,18.7,162.2,5983.1
barley,meher,Sidama,2018,5.54,1001.5,10.8,23.1,8830.6
wheat,belg,Amhara,2022,11.94,858.4,19.4,117.7,38514.0
coffee,meher,Amhara,2021,9.77,805.0,32.6,37.4,8605.4
coffee,belg,Amhara,2022,11.16,1428.1,21.0,123.3,14189.9
sesame,belg,Amhara,2019,14.61,1201.4,22.1,80.2,14169.8
teff,meher,Sidama,2016,8.71,1461.1,33.8,80.2,17883.5
barley,meher,Sidama,2017,3.03,799.7,34.0,194.1,6553.5
barley,meher,SNNPR,2022,8.22,990.9,26.5,40.1,16587.8
wheat,meher,Amhara,2021,2.26,667.1,27.1,169.1,6701.9
coffee,meher,Tigray,2017,7.22,1006.2,27.2,139.8,10290.2
chickpea,meher,Oromia,2021,3.01,1444.6,13.3,154.7,4474.1
barley,belg,Sidama,2021,10.92,820.3,26.7,194.0,30323.0
wheat,meher,SNNPR,2020,7.13,1534.9,25.3,150.3,22433.0
maize,meher,Amhara,2022,4.17,616.8,20.9,67.9,12482.1
barley,belg,Tigray,2022,1.18,1737.8,20.5,32.7,2360.2
maize,belg,Oromia,2020,13.88,452.1,31.6,160.7,51885.2
sesame,belg,Oromia,2022,13.25,1305.3,20.6,10.9,12129.5
sesame,belg,Afar,2016,12.27,1503.6,21.3,74.6,13053.9
coffee,meher,Amhara,2021,10.87,875.2,26.9,30.1,10348.3
coffee,belg,Amhara,2023,16.35,1391.4,21.4,9.7,18609.7
chickpea,belg,SNNPR,2015,17.84,1329.6,16.3,67.5,26357.4
barley,meher,Sidama,2019,3.99,835.3,10.4,64.9,6239.3
coffee,meher,Sidama,2021,5.35,426.1,12.4,145.4,4456.0
chickpea,belg,SNNPR,2020,19.45,1333.5,16.1,165.1,34503.7
chickpea,meher,Oromia,2020,7.77,520.1,34.4,127.6,6917.4
maize,belg,Sidama,2016,7.09,1255.1,17.5,80.1,27194.7
maize,belg,Oromia,2018,11.63,1792.4,25.4,107.8,52840.1
sorghum,meher,SNNPR,2024,9.72,1441.1,20.9,149.4,25818.1
teff,belg,Amhara,2019,5.82,910.8,10.5,82.9,8152.5
wheat,belg,SNNPR,2022,12.18,1763.8,18.0,44.3,38405.5
maize,belg,Afar,2024,16.63,1181.9,25.9,65.8,58320.5
sesame,belg,Sidama,2015,7.19,779.5,30.6,30.4,5134.1
wheat,belg,SNNPR,2021,1.13,1578.4,34.2,126.3,2834.8
coffee,meher,Amhara,2023,7.7,737.7,17.9,134.9,10292.0
wheat,belg,Sidama,2021,8.6,1447.4,28.8,56.8,24011.8
chickpea,meher,Tigray,2023,3.07,1210.7,31.2,19.4,3918.5
barley,meher,Amhara,2021,11.23,828.0,15.4,180.1,33536.1
barley,belg,SNNPR,2016,13.45,1330.3,25.8,127.2,26095.6
sorghum,belg,Tigray,2022,6.08,1686.8,13.9,174.7,16200.8
sesame,belg,Oromia,2023,16.68,1444.4,26.4,136.7,22455.9
sesame,belg,Tigray,2018,12.91,1228.3,13.5,124.0,14639.3
maize,belg,Oromia,2020,12.39,549.7,25.6,136.9,43196.0
sesame,meher,Amhara,2022,7.7,1612.0,14.4,187.4,10569.0
sorghum,belg,Amhara,2019,1.76,346.3,24.4,91.8,3309.7
sorghum,meher,Tigray,2023,13.01,1505.5,30.9,174.4,29762.1
wheat,meher,Tigray,2016,0.63,348.5,26.9,173.4,2076.4
maize,belg,SNNPR,2023,2.86,1464.9,26.2,106.8,10419.4
teff,belg,Tigray,2015,6.21,897.6,30.6,153.8,9693.8
chickpea,belg,Oromia,2016,3.35,693.7,30.6,150.7,5036.9
maize,meher,SNNPR,2021,13.3,512.9,16.1,96.5,42544.1
maize,belg,Afar,2022,15.17,1435.5,18.6,137.8,63342.6
coffee,belg,Afar,2019,11.58,1191.6,29.0,29.6,11612.7
coffee,belg,Afar,2019,6.48,1373.8,24.2,60.9,8692.4
chickpea,belg,Amhara,2017,3.36,738.5,19.6,127.4,4939.0
barley,meher,Sidama,2015,5.56,1381.7,28.6,199.2,13701.4
sesame,belg,Sidama,2017,19.46,1265.8,24.7,100.2,19364.7
chickpea,meher,Sidama,2022,3.92,1645.7,10.4,189.4,6720.0
coffee,meher,SNNPR,2018,4.87,717.5,29.5,157.9,5234.0
chickpea,meher,Afar,2023,18.01,1412.1,19.1,6.6,21476.9
maize,belg,Sidama,2016,5.79,1742.5,31.2,107.5,25831.5
chickpea,meher,Amhara,2019,16.05,574.0,33.4,171.5,22608.1
sorghum,belg,Amhara,2015,19.6,698.6,16.9,148.6,42814.5
wheat,belg,Oromia,2018,4.94,1178.5,24.5,92.9,9615.4
teff,belg,Afar,2016,4.33,474.6,12.1,39.5,5062.0
chickpea,belg,Sidama,2015,11.84,1591.7,12.8,177.3,20030.0
sorghum,belg,Oromia,2019,15.21,1202.0,22.3,35.3,28662.3
barley,belg,Sidama,2018,7.15,1316.8,22.6,125.2,16415.4
maize,meher,Tigray,2015,6.72,1761.5,21.8,32.6,27759.9
barley,meher,Tigray,2020,12.94,1107.9,14.6,155.8,29977.3
sorghum,meher,SNNPR,2023,6.45,1449.6,21.8,136.9,17958.4
wheat,belg,Amhara,2018,15.44,1478.7,31.3,122.0,42123.7
wheat,belg,Sidama,2022,13.24,1483.1,29.5,53.9,40602.6
barley,belg,Amhara,2019,7.01,830.9,28.6,89.9,12710.1
sesame,belg,Tigray,2015,15.36,906.1,34.2,70.7,12801.3
barley,meher,Afar,2018,4.57,1375.0,17.4,74.7,6664.7
coffee,belg,Tigray,2020,11.38,1408.5,29.9,123.5,14033.6
maize,meher,Amhara,2020,14.6,1712.2,24.8,190.4,60444.6
teff,belg,Afar,2022,5.37,1780.4,24.7,11.9,11141.9
coffee,belg,SNNPR,2016,9.7,1621.3,11.8,195.4,15585.2
sesame,meher,Amhara,2024,6.33,600.0,12.2,49.0,2757.7
barley,belg,Afar,2015,3.24,1454.9,31.8,139.9,6682.9
coffee,belg,Tigray,2018,4.09,1002.5,21.5,66.6,4284.4
barley,meher,Amhara,2016,13.02,941.0,30.2,159.6,22834.9
teff,belg,Oromia,2024,9.03,348.1,22.6,159.7,16026.7
coffee,meher,Afar,2016,11.52,1761.3,29.5,106.4,14813.2
maize,belg,Sidama,2018,15.16,1450.7,20.8,55.4,39981.0
wheat,belg,Oromia,2017,13.13,809.7,23.2,138.5,38808.8
sesame,meher,Tigray,2024,6.23,1235.5,19.7,1.7,5093.7
sorghum,belg,Sidama,2022,13.25,600.5,30.5,185.1,31924.2
wheat,meher,Amhara,2018,6.52,451.3,23.3,188.9,18878.1
coffee,meher,SNNPR,2020,18.61,1287.3,15.0,32.7,20265.5
barley,meher,Amhara,2020,1.03,1616.5,33.6,24.6,2134.3
sorghum,belg,Oromia,2022,9.05,598.0,29.3,118.0,18849.8
maize,meher,Amhara,2023,18.31,1386.8,13.0,151.3,74753.1
coffee,belg,Tigray,2018,4.6,436.2,22.7,95.6,5015.6
maize,belg,Oromia,2015,7.91,930.0,34.0,20.0,22604.0
maize,belg,Afar,2019,4.97,1351.8,26.3,162.0,20273.5
chickpea,meher,SNNPR,2020,1.38,1571.1,14.4,1.9,1668.6
chickpea,meher,Oromia,2024,16.15,1599.5,26.5,74.3,24668.5
sesame,meher,Tigray,2017,3.91,1077.9,13.8,161.9,4081.9
maize,meher,Oromia,2022,4.48,905.5,19.3,168.3,14440.8
coffee,meher,Oromia,2020,1.06,1005.8,28.4,28.9,867.0
wheat,meher,Oromia,2015,7.3,634.0,20.5,13.3,18907.9
chickpea,belg,Tigray,2023,9.09,1585.4,30.2,0.1,8559.2
barley,meher,SNNPR,2023,7.63,1220.4,27.9,95.6,16822.2
sorghum,meher,Amhara,2023,3.03,1713.4,15.6,16.4,7765.7
maize,meher,Amhara,2019,4.1,1289.1,18.2,194.8,16808.0
barley,meher,SNNPR,2021,7.81,517.8,28.4,170.1,15698.8
teff,meher,Amhara,2015,3.29,351.2,29.9,32.4,2893.5
coffee,meher,Sidama,2022,9.93,815.9,25.7,163.4,11204.5
sorghum,belg,Sidama,2019,11.14,476.7,17.0,153.7,22575.0
coffee,belg,Amhara,2019,7.15,1608.0,29.3,91.3,11157.1
barley,meher,SNNPR,2021,13.02,1747.1,13.2,45.4,32073.1
chickpea,meher,Oromia,2023,14.4,489.4,18.7,90.5,11280.2
wheat,belg,Sidama,2018,3.26,1320.9,29.4,39.7,7551.2
coffee,meher,Sidama,2023,10.74,1500.4,19.1,46.1,15132.0
coffee,meher,Oromia,2017,12.88,1588.4,15.7,186.1,19731.9
wheat,belg,Amhara,2019,1.45,1753.7,20.0,78.0,3731.5
chickpea,belg,SNNPR,2017,14.57,750.0,11.9,141.7,18347.2
barley,meher,Afar,2024,12.08,400.2,28.9,28.1,17496.6
sorghum,belg,Amhara,2021,8.12,590.1,30.9,14.1,14932.5
barley,meher,Tigray,2016,14.66,1178.9,26.8,41.2,31052.5
coffee,meher,Afar,2016,10.65,1086.4,29.3,119.7,13726.3
sorghum,belg,SNNPR,2016,11.05,1215.1,13.8,176.0,27578.8
barley,meher,Tigray,2019,2.7,999.8,24.6,175.2,4990.3
chickpea,belg,Amhara,2023,2.51,1796.4,25.1,119.8,3853.6
chickpea,belg,Tigray,2015,12.94,1597.8,17.0,144.8,25352.0
barley,belg,Afar,2023,6.91,1300.5,16.3,71.3,17400.9
chickpea,meher,Sidama,2022,4.82,950.7,16.6,199.5,7708.1
chickpea,belg,Sidama,2023,17.47,1301.3,11.1,21.6,22983.5
maize,meher,Oromia,2018,7.53,1308.9,32.6,84.4,21611.1
sesame,meher,SNNPR,2022,17.12,1160.0,23.1,188.0,23190.5
sesame,meher,Amhara,2024,4.02,1245.8,18.2,58.5,3342.1
sesame,meher,Afar,2022,17.06,680.3,30.5,68.8,13220.4
chickpea,meher,SNNPR,2022,14.13,1252.2,29.2,32.1,17415.4
coffee,belg,SNNPR,2017,16.97,1585.0,18.3,123.3,24613.3
sorghum,belg,SNNPR,2016,18.33,435.6,20.2,124.4,28754.6
wheat,belg,Amhara,2019,17.19,1028.2,18.4,87.6,43312.6
wheat,belg,Oromia,2016,4.2,765.8,22.7,128.5,12008.6
barley,meher,Tigray,2024,14.06,597.9,12.3,119.6,29096.3
barley,meher,Afar,2020,10.89,895.1,33.0,20.7,16691.4
barley,meher,SNNPR,2018,9.13,361.2,23.7,133.5,17217.1
sorghum,meher,Amhara,2022,13.13,624.0,10.3,48.7,29179.6
teff,belg,Tigray,2021,11.35,1797.6,14.8,37.2,18821.8
sesame,belg,Afar,2020,16.17,695.3,19.3,180.0,17063.7
sorghum,belg,Sidama,2020,2.0,1339.8,18.0,165.5,4824.6
wheat,meher,Sidama,2022,10.94,457.2,30.7,45.6,17868.9
coffee,meher,Tigray,2019,11.7,379.8,25.5,99.4,7258.5
wheat,meher,Sidama,2022,11.4,386.3,18.7,173.5,33817.4
wheat,meher,Afar,2020,1.78,1378.3,24.2,189.5,5327.1
chickpea,belg,Afar,2017,19.73,622.8,21.3,107.7,20311.7
barley,belg,Amhara,2024,16.07,1061.9,20.2,153.3,42059.0
teff,meher,Afar,2020,11.96,1461.9,11.8,12.7,19211.9
sesame,meher,Afar,2018,5.35,1202.3,29.0,35.9,4864.9
chickpea,meher,SNNPR,2016,2.34,905.3,27.5,137.1,3789.2
sesame,belg,Afar,2022,3.2,814.9,12.4,71.0,2183.0
chickpea,meher,Amhara,2019,8.33,640.0,34.6,126.6,6968.0
coffee,belg,Oromia,2023,5.53,1619.0,11.5,111.4,7320.5
teff,meher,Oromia,2020,8.0,341.5,32.6,112.7,10779.4
maize,meher,Amhara,2024,10.21,1102.8,34.4,19.4,31346.7
coffee,meher,Tigray,2017,10.39,1521.5,21.1,124.4,14698.1
maize,belg,SNNPR,2016,7.31,570.6,23.0,180.0,21128.9
coffee,belg,Afar,2023,16.72,1476.1,33.6,133.7,22294.4
maize,belg,Amhara,2020,3.26,1740.6,22.3,158.8,13463.6
chickpea,meher,Sidama,2016,13.44,780.8,23.2,115.0,18502.0
sesame,meher,SNNPR,2020,3.14,1445.3,17.3,125.3,3506.3
chickpea,meher,Tigray,2016,6.77,1026.2,19.7,99.5,10125.2
barley,meher,Sidama,2015,4.17,433.8,32.3,149.6,7184.3
coffee,meher,Sidama,2015,1.42,754.4,14.7,192.8,1729.8
teff,belg,Afar,2023,10.72,567.4,19.3,139.8,19325.7
wheat,meher,Afar,2020,1.92,605.4,15.2,128.1,4709.9
teff,meher,Tigray,2018,18.06,474.5,17.3,180.9,26776.2
coffee,meher,Tigray,2018,7.75,1556.7,11.1,28.3,6642.5
sorghum,belg,Tigray,2024,14.35,1653.1,17.7,188.1,33980.4
sesame,meher,Tigray,2021,7.85,1564.0,14.7,155.8,8593.6
barley,meher,Afar,2021,1.32,1450.7,13.2,137.9,3159.1
wheat,belg,Oromia,2017,10.97,551.1,28.5,191.1,30241.7
sesame,belg,Sidama,2019,6.05,1155.2,12.7,23.9,5195.0
maize,belg,Amhara,2017,10.61,353.5,22.0,22.3,23166.2
teff,belg,Amhara,2016,15.37,1509.6,16.0,123.1,28988.3
teff,meher,Amhara,2020,1.35,321.3,13.8,171.9,2244.5
barley,meher,SNNPR,2022,4.41,1266.2,19.8,30.6,8840.1
wheat,meher,SNNPR,2022,0.99,960.8,31.1,120.3,2727.1
barley,meher,Amhara,2023,19.3,385.1,27.1,82.0,26949.0
wheat,belg,SNNPR,2015,3.3,455.7,15.8,76.2,7434.8
teff,belg,Sidama,2016,17.21,1443.3,10.9,109.1,39234.2
chickpea,belg,SNNPR,2024,8.04,1665.4,15.9,98.1,13170.0
barley,belg,Afar,2022,9.84,1647.9,21.4,175.9,25645.4
wheat,belg,SNNPR,2017,7.68,331.4,30.1,28.8,18855.1
chickpea,belg,Afar,2023,17.11,1781.2,13.1,125.3,29361.5
sesame,belg,Afar,2022,9.16,882.7,19.1,65.2,8757.2
sesame,meher,Afar,2023,4.52,625.4,14.8,38.9,3287.9
coffee,belg,Sidama,2021,7.81,760.3,19.8,94.0,7379.0
chickpea,belg,Sidama,2021,1.49,625.8,23.8,31.3,1389.8
wheat,belg,Oromia,2018,8.03,1300.5,16.8,149.2,25568.1
wheat,belg,Sidama,2018,3.44,774.7,16.1,147.7,9300.3
teff,meher,Oromia,2016,0.92,1680.3,31.7,66.3,1484.3
maize,belg,SNNPR,2018,15.0,1736.9,17.7,13.2,48667.0
chickpea,belg,SNNPR,2017,6.15,452.2,24.0,180.2,7877.7
wheat,meher,Tigray,2016,10.88,1227.4,14.0,110.5,18670.5
sorghum,meher,Afar,2017,18.23,445.6,11.0,176.0,41862.6
chickpea,belg,Tigray,2017,15.46,1179.3,34.7,72.5,16111.9
chickpea,meher,Tigray,2024,7.2,809.7,12.1,74.0,8771.9
wheat,meher,Sidama,2019,13.71,1675.1,12.8,187.0,45390.5
coffee,belg,Afar,2016,7.42,1775.4,22.4,124.4,11672.7
sesame,meher,SNNPR,2019,4.24,720.4,23.0,183.2,3745.6
teff,meher,Afar,2019,5.63,1794.2,18.4,54.6,11328.1
chickpea,meher,SNNPR,2023,1.11,1608.1,33.2,2.1,1260.0
sorghum,belg,Tigray,2021,1.2,1307.9,27.4,67.1,2611.4
sesame,belg,Afar,2020,3.08,819.4,16.5,38.6,2196.4
chickpea,meher,Afar,2020,17.3,1643.7,10.6,25.7,24188.8
maize,meher,Oromia,2017,7.78,531.0,30.0,155.8,26496.2
teff,belg,Sidama,2016,3.55,1239.2,31.8,92.2,6161.1
coffee,meher,Sidama,2016,1.6,508.1,33.0,185.3,1865.8
maize,meher,Tigray,2018,4.6,1375.5,19.7,125.1,20289.3
sorghum,belg,Amhara,2022,12.31,579.1,17.2,135.2,27675.2
wheat,meher,Oromia,2017,19.5,694.9,32.0,115.1,46794.0
sorghum,meher,Afar,2016,4.17,1572.9,28.9,45.5,7795.2
barley,belg,Sidama,2019,4.76,676.4,18.6,48.2,10165.5
teff,belg,SNNPR,2017,1.76,394.2,18.6,146.6,2376.5
maize,belg,Oromia,2016,6.71,1457.1,32.9,139.6,20416.6
maize,belg,Afar,2020,9.29,1413.3,22.0,99.9,34652.7
sorghum,meher,Sidama,2017,1.33,829.3,21.6,92.3,2629.7
sesame,belg,Tigray,2022,3.48,1406.8,19.6,189.9,5258.1
sesame,meher,Tigray,2020,0.77,1487.1,26.5,34.6,663.5
wheat,meher,Oromia,2015,8.13,524.8,18.4,4.3,16325.3
barley,meher,Amhara,2022,12.33,1048.7,20.9,170.3,30240.8
chickpea,meher,SNNPR,2016,1.8,784.9,21.9,57.9,2293.3
sorghum,belg,Tigray,2015,19.16,1247.3,18.5,62.1,57429.7
sesame,meher,Sidama,2017,10.83,811.6,19.3,137.7,11938.2
chickpea,meher,Oromia,2022,7.72,669.2,33.6,137.7,10587.8
coffee,belg,SNNPR,2023,7.14,1490.7,27.5,180.4,12671.7
sorghum,meher,Amhara,2022,11.48,1635.8,17.8,176.1,29835.8
sesame,meher,Sidama,2020,2.09,1036.4,25.1,178.2,2661.2
chickpea,belg,Amhara,2019,14.38,845.7,29.4,94.7,17405.5
sorghum,meher,SNNPR,2020,16.58,1023.8,13.7,54.6,28688.5
sorghum,meher,Sidama,2024,2.85,1400.1,28.4,39.0,8635.4
barley,meher,Tigray,2021,14.16,1579.1,17.5,40.8,30125.2
sesame,meher,SNNPR,2022,15.63,1789.5,21.2,76.4,20305.5
wheat,belg,SNNPR,2016,18.77,983.9,14.9,121.3,48175.9
coffee,meher,Oromia,2015,17.42,1128.9,19.2,63.1,23037.2
sesame,meher,Afar,2021,13.1,893.3,18.2,167.2,15483.5
teff,meher,Afar,2017,10.19,1690.4,13.5,20.5,18539.8
